STORE_ID,LATITUDE,LONGITUDE,DAYS_OPEN,ITEM_AVAILABILITY,ZONE,BOOKMARKS
5655,32.5667769,-97.3515292,7.0,106.0,DALLAS-FT. WORTH,
770,32.7426925,-80.0383415,7.0,53.0,"CHARLESTON, SC",
4031,29.9811288,-92.1236214,7.0,51.0,"LAFAYETTE, LA",
15550,28.82400104,-81.96460613,7.0,,ORLANDO-DAYTONA BCH-MELBRN,
9297,38.61429327,-90.54079018,7.0,65.0,ST. LOUIS,
4380,33.8415061,-84.3729428,7.0,164.0,ATLANTA,
3895,39.9989836,-75.2319536,7.0,31.0,PHILADELPHIA,
2278,41.5067615,-87.6406156,7.0,1145.0,CHICAGO,
10013,40.20828239,-74.03681897,7.0,130.0,NEW YORK,
3447,32.9670028,-80.2009987,7.0,130.0,"CHARLESTON, SC",
6356,36.1008328,-115.0496573,7.0,95.0,LAS VEGAS,
10376,39.33635948,-76.45642577,7.0,931.0,BALTIMORE,
2329,41.1902758,-96.041726,7.0,183.0,OMAHA,
4989,39.7227802,-85.8958976,7.0,26.0,INDIANAPOLIS,
13110,40.128972,-75.527187,7.0,119.0,PHILADELPHIA,
5450,29.9465156,-95.6284628,7.0,316.0,HOUSTON,
295,39.9250836,-75.0352858,7.0,2118.0,PHILADELPHIA,
4512,30.443191,-89.0976921,7.0,116.0,BILOXI-GULFPORT,
13145,31.3461515,-89.26406716,7.0,287.0,HATTIESBURG-LAUREL,
7507,39.3273314,-76.6163355,7.0,256.0,BALTIMORE,
12989,41.39530718,-81.54098259,7.0,99.0,CLEVELAND-AKRON (CANTON),
14425,47.48832612,-122.1635549,7.0,64.0,SEATTLE-TACOMA,
15810,39.99866817,-105.2358312,7.0,53.0,DENVER,
15679,35.58762693,-80.82894294,7.0,85.0,CHARLOTTE,
11964,38.84847762,-104.8495451,7.0,25.0,COLORADO SPRINGS-PUEBLO,
10870,39.92518728,-75.31140671,7.0,73.0,PHILADELPHIA,
12001,40.02465649,-74.85534985,7.0,118.0,PHILADELPHIA,
14408,32.31126676,-106.8158004,7.0,25.0,EL PASO (LAS CRUCES),
13340,27.41867711,-80.3822039,7.0,24.0,WEST PALM BEACH-FT. PIERCE,
10456,40.58571864,-122.3963886,7.0,76.0,CHICO-REDDING,
13326,35.96766382,-83.19180477,7.0,28.0,KNOXVILLE,
9777,42.52892141,-83.36303762,7.0,112.0,DETROIT,
13169,42.82304698,-71.62451652,7.0,23.0,BOSTON (MANCHESTER),
6158,33.7510161,-116.9619471,7.0,54.0,LOS ANGELES,
10401,39.897599,-85.975499,7.0,61.0,INDIANAPOLIS,
1149,41.0806386,-73.5323419,7.0,73.0,NEW YORK,
15781,35.94375442,-77.77668134,7.0,24.0,RALEIGH-DURHAM (FAYETVLLE),
13640,43.14612209,-95.14416153,7.0,25.0,SIOUX CITY,
272,42.2760893,-71.8005772,6.0,5684.0,BOSTON (MANCHESTER),
915,42.3969161,-71.1042804,7.0,131.0,BOSTON (MANCHESTER),
6009,42.6550682,-82.9952598,7.0,74.0,DETROIT,
10097,35.172099,-89.869099,7.0,103.0,MEMPHIS,
13519,39.78773692,-86.15767733,7.0,63.0,INDIANAPOLIS,
7207,36.1263383,-97.0577847,7.0,45.0,OKLAHOMA CITY,
690,42.255907,-73.765086,7.0,26.0,ALBANY-SCHENECTADY-TROY,
13634,42.96921098,-78.6473755,7.0,117.0,BUFFALO,
3280,39.2975558,-77.8423116,7.0,124.0,"WASHINGTON, DC (HAGRSTWN)",
375,33.775613,-117.8654174,7.0,3120.0,LOS ANGELES,
11563,33.953067,-117.396035,7.0,139.0,LOS ANGELES,
6901,33.1339565,-117.0578016,7.0,105.0,SAN DIEGO,
12718,36.517392,-119.556572,7.0,195.0,FRESNO-VISALIA,
10121,36.59527504,-82.21011228,7.0,58.0,"TRI-CITIES, TN-VA",
10874,29.568899,-98.384399,7.0,164.0,SAN ANTONIO,
6313,41.9753215,-87.7832507,7.0,173.0,CHICAGO,
7910,18.39636503,-66.04183735,7.0,,,
4396,38.9768442,-84.5940596,7.0,67.0,CINCINNATI,
10552,41.63610018,-83.48712632,7.0,33.0,TOLEDO,
333,33.4167904,-86.695137,7.0,10892.0,BIRMINGHAM (ANN AND TUSC),
6339,36.1569851,-115.1247424,7.0,77.0,LAS VEGAS,
7560,33.1327704,-97.0951471,7.0,159.0,DALLAS-FT. WORTH,
5036,40.278971,-86.5101556,7.0,33.0,INDIANAPOLIS,
5556,29.6514806,-95.6182384,7.0,82.0,HOUSTON,
5153,29.7571022,-95.3644525,7.0,87.0,HOUSTON,
1628,45.0496896,-92.985744,7.0,83.0,MINNEAPOLIS-ST. PAUL,
6161,44.2734497,-88.4165311,7.0,51.0,GREEN BAY-APPLETON,
787,40.7508597,-73.6755568,7.0,1058.0,NEW YORK,
10202,36.71366816,-76.23768241,7.0,131.0,NORFOLK-PORTSMTH-NEWPT NWS,
6763,33.6405904,-117.8765064,7.0,115.0,LOS ANGELES,
14289,42.80347223,-78.75235483,7.0,399.0,BUFFALO,
8142,41.83963432,-87.6471195,7.0,322.0,CHICAGO,
10615,40.045688,-74.902912,7.0,1193.0,PHILADELPHIA,
13793,37.72433039,-76.38936466,7.0,5.0,RICHMOND-PETERSBURG,
2445,39.3825097,-77.256051,7.0,38.0,"WASHINGTON, DC (HAGRSTWN)",
7156,33.813901,-118.2987956,7.0,113.0,LOS ANGELES,
6206,39.0442547,-94.5723567,7.0,53.0,KANSAS CITY,
8123,43.66637998,-116.2800918,7.0,48.0,BOISE,
12220,33.90234113,-118.343067,7.0,303.0,LOS ANGELES,
5030,39.9996139,-85.736165,7.0,25.0,INDIANAPOLIS,
1988,41.7978456,-72.3688034,7.0,51.0,HARTFORD & NEW HAVEN,
4609,36.0805199,-86.7591331,7.0,401.0,NASHVILLE,
14833,39.73866141,-75.61051876,7.0,181.0,PHILADELPHIA,
2581,28.4932384,-81.4614566,7.0,269.0,ORLANDO-DAYTONA BCH-MELBRN,
1196,30.282758,-81.7197503,7.0,217.0,JACKSONVILLE,
4146,39.3250256,-84.6369169,7.0,99.0,CINCINNATI,
2218,40.1471167,-74.995074,7.0,99.0,PHILADELPHIA,
11525,42.45835664,-83.26091981,7.0,90.0,DETROIT,
9329,44.93499303,-93.386246,7.0,88.0,MINNEAPOLIS-ST. PAUL,
15309,41.89939261,-71.09617317,7.0,146.0,PROVIDENCE-NEW BEDFORD,
2473,37.5213068,-120.8480102,7.0,67.0,SACRAMNTO-STKTON-MODESTO,
12072,44.2760036,-105.4948999,7.0,47.0,DENVER,
14365,40.53125214,-88.99358626,7.0,79.0,PEORIA-BLOOMINGTON,
1005,33.997,-81.0331109,7.0,58.0,"COLUMBIA, SC",
5630,34.9757654,-80.5192304,7.0,54.0,CHARLOTTE,
9467,42.46600422,-83.47390043,7.0,2004.0,DETROIT,
9937,32.31183795,-90.1785984,7.0,18.0,"JACKSON, MS",
677,42.5951838,-71.35117,7.0,49.0,BOSTON (MANCHESTER),
11991,27.89318908,-82.49327448,7.0,143.0,TAMPA-ST. PETE (SARASOTA),
1922,33.8484984,-84.5057265,7.0,341.0,ATLANTA,
15493,35.99216458,-79.94380171,7.0,107.0,GREENSBORO-H.POINT-W.SALEM,
8134,38.86409441,-90.07818291,7.0,24.0,ST. LOUIS,
13097,37.29468309,-107.8736275,7.0,63.0,ALBUQUERQUE-SANTA FE,
12775,39.58445492,-119.7399773,7.0,118.0,RENO,
1031,41.6677857,-70.0811097,7.0,2.0,BOSTON (MANCHESTER),
10875,29.54323952,-98.65613479,7.0,158.0,SAN ANTONIO,
5240,29.535656,-98.3315024,7.0,186.0,SAN ANTONIO,
8660,29.664875,-95.086272,7.0,128.0,HOUSTON,
5871,42.5972187,-82.9532645,7.0,157.0,DETROIT,
7892,36.164115,-86.78065594,7.0,94.0,NASHVILLE,
15497,35.5077088,-78.74165008,7.0,525.0,RALEIGH-DURHAM (FAYETVLLE),
15798,40.19762215,-84.80722485,7.0,7.0,INDIANAPOLIS,
7503,29.9483739,-90.0746217,7.0,27.0,NEW ORLEANS,
12690,40.62490186,-103.2121708,7.0,28.0,DENVER,
14323,39.43923759,-77.41107463,7.0,131.0,"WASHINGTON, DC (HAGRSTWN)",
1483,39.4823112,-74.5821315,7.0,2.0,PHILADELPHIA,
8353,42.15636724,-72.48274913,7.0,35.0,SPRINGFIELD-HOLYOKE,
4767,39.6252723,-79.9261189,7.0,113.0,PITTSBURGH,
152,38.9000212,-76.7895893,7.0,297.0,"WASHINGTON, DC (HAGRSTWN)",
10115,28.36511959,-81.42333798,7.0,248.0,ORLANDO-DAYTONA BCH-MELBRN,
12185,33.6863844,-117.9546828,7.0,159.0,LOS ANGELES,
3733,32.5277404,-86.2052768,7.0,45.0,MONTGOMERY-SELMA,
1225,42.5174413,-83.1844103,7.0,135.0,DETROIT,
3998,29.6533888,-82.4966794,7.0,88.0,GAINESVILLE,
12875,43.90646023,-69.83205529,7.0,21.0,PORTLAND-AUBURN,
441,30.2185749,-97.8364129,7.0,116.0,AUSTIN,
4101,41.1010779,-85.0607855,7.0,65.0,FT. WAYNE,
6616,33.5808214,-112.2716532,7.0,120.0,PHOENIX (PRESCOTT),
13691,39.545097,-119.775552,7.0,79.0,RENO,
8861,39.61018277,-105.1093292,7.0,83.0,DENVER,
9746,38.79509501,-90.22899022,7.0,62.0,ST. LOUIS,
6656,33.4138646,-111.5494851,7.0,,PHOENIX (PRESCOTT),
578,42.6123992,-70.661784,7.0,74.0,BOSTON (MANCHESTER),
9862,41.93865526,-87.74596804,7.0,263.0,CHICAGO,
5413,29.9030991,-95.3330447,7.0,72.0,HOUSTON,
2494,32.8362745,-116.7757021,7.0,28.0,SAN DIEGO,
8781,41.6960745,-71.15202829,7.0,63.0,PROVIDENCE-NEW BEDFORD,
8253,41.94145665,-88.15449001,7.0,511.0,CHICAGO,
14300,40.25337503,-74.36890844,7.0,123.0,NEW YORK,
11668,33.72322385,-84.51052597,7.0,396.0,ATLANTA,
1655,39.0930499,-78.1768689,7.0,262.0,"WASHINGTON, DC (HAGRSTWN)",
2303,25.9788295,-97.5053085,7.0,97.0,HARLINGEN-WSLCO-BRNSVL-MCA,
3157,28.3566686,-81.4951802,7.0,162.0,ORLANDO-DAYTONA BCH-MELBRN,
2941,29.6272791,-81.8858554,7.0,110.0,JACKSONVILLE,
11048,32.61886682,-83.64108621,7.0,66.0,MACON,
12561,40.13119087,-88.25703486,7.0,64.0,CHAMPAIGN&SPRNGFLD-DECATUR,
15684,34.19932461,-84.79267096,7.0,108.0,ATLANTA,
6920,34.1880349,-118.4164015,7.0,150.0,LOS ANGELES,
9062,39.73961201,-104.9155541,7.0,87.0,DENVER,
15181,41.28601234,-96.00435678,7.0,63.0,OMAHA,
2901,38.898614,-82.5713074,7.0,32.0,CHARLESTON-HUNTINGTON,
14812,45.52021768,-122.9742471,7.0,103.0,"PORTLAND, OR",
2782,30.2851949,-81.5285102,7.0,205.0,JACKSONVILLE,
8476,42.34006177,-88.00381025,7.0,69.0,CHICAGO,
9603,30.31579009,-81.73114779,7.0,106.0,JACKSONVILLE,
14310,41.43995566,-90.15451807,7.0,17.0,DAVENPORT-R.ISLAND-MOLINE,
12734,33.9233292,-118.1514408,7.0,108.0,LOS ANGELES,
3655,30.4190495,-91.1772413,7.0,59.0,BATON ROUGE,
13775,41.143707,-96.06362,7.0,660.0,OMAHA,
6159,34.1208264,-117.3729026,7.0,1425.0,LOS ANGELES,
9638,40.788213,-73.81515313,7.0,995.0,NEW YORK,
7652,27.9543269,-97.933162,7.0,55.0,CORPUS CHRISTI,
4940,41.0597615,-86.6021221,7.0,9.0,SOUTH BEND-ELKHART,
3739,33.5001664,-86.8431708,7.0,48.0,BIRMINGHAM (ANN AND TUSC),
4566,45.0547497,-93.3813483,7.0,92.0,MINNEAPOLIS-ST. PAUL,
918,42.3888772,-71.1189443,7.0,78.0,BOSTON (MANCHESTER),
15428,37.89154953,-122.1245612,7.0,831.0,SAN FRANCISCO-OAK-SAN JOSE,
12963,43.63163743,-95.59434394,7.0,25.0,SIOUX FALLS(MITCHELL),
884,41.7315815,-72.7301157,7.0,29.0,HARTFORD & NEW HAVEN,
14913,40.70465049,-74.00790388,7.0,187.0,NEW YORK,
12037,27.00729225,-82.13290098,7.0,30.0,FT. MYERS-NAPLES,
2249,42.1496013,-72.4768835,7.0,304.0,SPRINGFIELD-HOLYOKE,
1607,33.6244888,-112.3586444,7.0,53.0,PHOENIX (PRESCOTT),
5251,31.4608812,-100.4435634,7.0,69.0,SAN ANGELO,
10823,39.36998566,-76.79999875,7.0,1035.0,BALTIMORE,
9880,28.03582728,-80.63759906,7.0,69.0,ORLANDO-DAYTONA BCH-MELBRN,
4770,36.5702995,-79.4224318,7.0,58.0,ROANOKE-LYNCHBURG,
1947,38.9493532,-77.0798581,7.0,113.0,"WASHINGTON, DC (HAGRSTWN)",
14692,36.85241931,-75.97643889,7.0,150.0,NORFOLK-PORTSMTH-NEWPT NWS,
5209,41.3768323,-87.4694517,7.0,29.0,CHICAGO,
12503,33.75966469,-118.0065689,7.0,163.0,LOS ANGELES,
10555,47.59514844,-122.6302962,7.0,43.0,SEATTLE-TACOMA,
6909,34.013075,-117.7432621,7.0,171.0,LOS ANGELES,
12820,28.3847667,-80.70323267,7.0,60.0,ORLANDO-DAYTONA BCH-MELBRN,
11221,38.77649611,-90.52727845,7.0,115.0,ST. LOUIS,
15090,32.937433,-80.040806,7.0,58.0,"CHARLESTON, SC",
1749,40.9113679,-73.2989879,7.0,404.0,NEW YORK,
11947,29.47633906,-81.22086109,7.0,120.0,ORLANDO-DAYTONA BCH-MELBRN,
9298,38.854981,-94.685665,7.0,67.0,KANSAS CITY,
12355,40.65384129,-74.3106211,7.0,62.0,NEW YORK,
11051,41.62147187,-87.55947492,7.0,1326.0,CHICAGO,
6774,37.8339185,-122.2812502,7.0,988.0,SAN FRANCISCO-OAK-SAN JOSE,
14068,40.47124406,-88.99369325,7.0,55.0,PEORIA-BLOOMINGTON,
9537,35.1856667,-80.6891005,7.0,133.0,CHARLOTTE,
7649,40.8261028,-73.9503755,7.0,481.0,NEW YORK,
14901,38.73997768,-77.47057414,7.0,138.0,"WASHINGTON, DC (HAGRSTWN)",
9366,42.53175486,-82.8892258,7.0,50.0,DETROIT,
10471,30.07300515,-90.50144439,7.0,67.0,NEW ORLEANS,
2007,38.7769794,-77.0067407,7.0,314.0,"WASHINGTON, DC (HAGRSTWN)",
4150,38.6780568,-84.3442222,7.0,12.0,CINCINNATI,
2997,28.673787,-81.5099654,7.0,205.0,ORLANDO-DAYTONA BCH-MELBRN,
11005,41.20646832,-73.08858618,7.0,999.0,HARTFORD & NEW HAVEN,
5985,42.6867856,-82.9766172,7.0,74.0,DETROIT,
4333,38.5641645,-90.2931912,7.0,107.0,ST. LOUIS,
8125,42.93137,-88.836776,7.0,17.0,MILWAUKEE,
6426,33.7587684,-117.8239076,7.0,136.0,LOS ANGELES,
9446,39.9076745,-75.28743921,7.0,829.0,PHILADELPHIA,
5400,37.2938554,-120.4522287,7.0,49.0,FRESNO-VISALIA,
10057,42.25919826,-87.94762747,7.0,53.0,CHICAGO,
11009,41.68118396,-88.20247757,7.0,94.0,CHICAGO,
11428,29.65013189,-95.17267418,7.0,60.0,HOUSTON,
10587,36.21356947,-86.32121848,7.0,144.0,NASHVILLE,
6531,32.8031648,-117.044009,7.0,59.0,SAN DIEGO,
8152,41.92598902,-73.99143627,7.0,65.0,NEW YORK,
3077,34.2000735,-79.2573271,7.0,49.0,MYRTLE BEACH-FLORENCE,
10072,42.160899,-88.276599,7.0,66.0,CHICAGO,
3884,36.0845573,-115.298112,7.0,195.0,LAS VEGAS,
435,42.356527,-71.0592474,7.0,32.0,BOSTON (MANCHESTER),
3420,41.2225333,-81.4397012,7.0,41.0,CLEVELAND-AKRON (CANTON),
12513,44.77864546,-106.9434615,7.0,36.0,RAPID CITY,
4496,29.7043635,-95.5956194,7.0,146.0,HOUSTON,
2955,28.0483608,-82.7376854,7.0,46.0,TAMPA-ST. PETE (SARASOTA),
7060,37.3542771,-121.8190705,7.0,113.0,SAN FRANCISCO-OAK-SAN JOSE,
8383,38.02186032,-121.3234417,7.0,59.0,SACRAMNTO-STKTON-MODESTO,
2956,33.9211991,-84.5785119,7.0,179.0,ATLANTA,
4769,38.7493731,-90.5848603,7.0,176.0,ST. LOUIS,
4765,39.9137725,-80.7466883,7.0,37.0,WHEELING-STEUBENVILLE,
1725,40.7402726,-73.7588607,7.0,342.0,NEW YORK,
3572,41.5205129,-81.4664762,7.0,89.0,CLEVELAND-AKRON (CANTON),
3501,40.0644291,-83.0940608,7.0,84.0,"COLUMBUS, OH",
15546,28.667099,-81.417799,7.0,3215.0,ORLANDO-DAYTONA BCH-MELBRN,
4577,35.5661512,-97.5498588,7.0,86.0,OKLAHOMA CITY,
3210,41.3503147,-81.7844693,7.0,58.0,CLEVELAND-AKRON (CANTON),
13819,18.469719,-66.877659,7.0,,,
5479,35.7154068,-81.4165229,7.0,3.0,CHARLOTTE,
5615,35.59185,-78.7937054,7.0,81.0,RALEIGH-DURHAM (FAYETVLLE),
1667,38.8958349,-77.1383418,7.0,94.0,"WASHINGTON, DC (HAGRSTWN)",
6456,45.1981584,-93.3792099,7.0,136.0,MINNEAPOLIS-ST. PAUL,
8809,42.98870641,-87.91987888,7.0,76.0,MILWAUKEE,
7368,40.6972892,-111.9664746,7.0,71.0,SALT LAKE CITY,
12450,36.858531,-94.383787,7.0,25.0,JOPLIN-PITTSBURG,
12196,34.10730294,-117.3959041,7.0,1425.0,LOS ANGELES,
14164,29.11944421,-82.02664441,7.0,87.0,ORLANDO-DAYTONA BCH-MELBRN,
10335,29.85582554,-90.10517721,7.0,103.0,NEW ORLEANS,
6848,32.6279871,-117.0743516,7.0,4448.0,SAN DIEGO,
3450,36.1171901,-80.659193,7.0,8.0,GREENSBORO-H.POINT-W.SALEM,
1836,41.9072777,-71.666451,7.0,17.0,PROVIDENCE-NEW BEDFORD,
2263,27.6667617,-97.3947975,7.0,111.0,CORPUS CHRISTI,
7296,38.9161673,-75.4424886,7.0,44.0,SALISBURY,
12498,39.1510326,-123.2039165,7.0,41.0,SAN FRANCISCO-OAK-SAN JOSE,
7535,41.0918794,-88.4424261,7.0,24.0,PEORIA-BLOOMINGTON,
6944,34.0105225,-117.8863593,7.0,68.0,LOS ANGELES,
6310,41.955545,-87.6793063,7.0,404.0,CHICAGO,
7416,37.2054511,-93.2763994,7.0,38.0,"SPRINGFIELD, MO",
6760,36.7786641,-119.827195,7.0,61.0,FRESNO-VISALIA,
7620,39.0118357,-89.7823484,7.0,7.0,ST. LOUIS,
11832,37.24992809,-79.95627307,7.0,36.0,ROANOKE-LYNCHBURG,
2251,40.2083742,-74.8021381,7.0,144.0,PHILADELPHIA,
5941,42.460658,-83.145761,7.0,829.0,DETROIT,
4702,40.01158,-75.010457,7.0,389.0,PHILADELPHIA,
2109,41.9302392,-88.7724698,7.0,97.0,CHICAGO,
6369,36.1722543,-115.0798676,7.0,114.0,LAS VEGAS,
2902,40.0734156,-83.0197308,7.0,62.0,"COLUMBUS, OH",
10162,39.31230737,-76.5997528,7.0,160.0,BALTIMORE,
12747,30.501869,-91.130497,7.0,57.0,BATON ROUGE,
4785,37.7717139,-81.1960233,7.0,60.0,BLUEFIELD-BECKLEY-OAK HILL,
8500,29.99759181,-95.16255142,7.0,264.0,HOUSTON,
458,42.0264854,-72.7868288,7.0,25.0,SPRINGFIELD-HOLYOKE,
212,28.4683532,-81.309081,7.0,338.0,ORLANDO-DAYTONA BCH-MELBRN,
3567,33.763131,-84.2226925,7.0,7357.0,ATLANTA,
2835,36.8483996,-76.2108145,7.0,64.0,NORFOLK-PORTSMTH-NEWPT NWS,
1898,41.6310815,-72.7595762,7.0,26.0,HARTFORD & NEW HAVEN,
9162,29.74097712,-95.46771434,7.0,154.0,HOUSTON,
505,35.0167619,-80.8024367,7.0,80.0,CHARLOTTE,
1978,40.7473713,-74.0324939,7.0,3296.0,NEW YORK,
3269,40.3914344,-80.0383852,7.0,79.0,PITTSBURGH,
3549,41.161243,-81.4893004,7.0,85.0,CLEVELAND-AKRON (CANTON),
10702,35.34828253,-97.5470582,7.0,84.0,OKLAHOMA CITY,
11791,39.14071467,-76.60190731,7.0,3239.0,BALTIMORE,
5779,29.4903518,-95.1539178,7.0,305.0,HOUSTON,
1640,38.9141636,-76.8837107,7.0,246.0,"WASHINGTON, DC (HAGRSTWN)",
15196,44.99179944,-93.14687899,7.0,101.0,MINNEAPOLIS-ST. PAUL,
11025,44.63371515,-123.0840136,7.0,43.0,"PORTLAND, OR",
